timestamp,type,available,region_count,regions
2026-03-28 21:05:14,gpu_1x_a10,true,1,us-west-1
2026-03-28 21:05:14,gpu_8x_a100,false,0,
2026-03-28 21:05:14,gpu_8x_a100_80gb_sxm4,false,0,
2026-03-28 21:05:14,gpu_1x_a100_sxm4,false,0,
2026-03-28 21:05:14,gpu_1x_gh200,false,0,
2026-03-28 21:07:03,gpu_1x_a10,true,1,us-west-1
2026-03-28 21:07:03,gpu_1x_a100_sxm4,false,0,
2026-03-28 21:07:03,gpu_8x_a100,false,0,
2026-03-28 21:07:03,gpu_8x_a100_80gb_sxm4,false,0,
2026-03-28 21:07:03,gpu_1x_gh200,false,0,
2026-03-28 21:08:08,gpu_1x_a10,true,1,us-west-1
2026-03-28 21:08:08,gpu_8x_a100,false,0,
2026-03-28 21:08:08,gpu_1x_a100_sxm4,false,0,
2026-03-28 21:08:08,gpu_8x_a100_80gb_sxm4,false,0,
2026-03-28 21:08:08,gpu_1x_gh200,false,0,
2026-03-28 21:08:55,gpu_1x_a10,true,1,us-west-1
2026-03-28 21:08:55,gpu_1x_a100_sxm4,false,0,
2026-03-28 21:08:55,gpu_8x_a100,false,0,
2026-03-28 21:08:55,gpu_8x_a100_80gb_sxm4,false,0,
2026-03-28 21:08:55,gpu_1x_gh200,false,0,
2026-03-28 21:10:01,gpu_1x_a10,true,1,us-west-1
2026-03-28 21:10:01,gpu_8x_a100_80gb_sxm4,false,0,
2026-03-28 21:10:01,gpu_8x_a100,false,0,
2026-03-28 21:10:01,gpu_1x_a100_sxm4,false,0,
2026-03-28 21:10:01,gpu_1x_gh200,false,0,
2026-03-28 21:11:32,gpu_1x_a10,true,1,us-west-1
2026-03-28 21:11:32,gpu_8x_a100,false,0,
2026-03-28 21:11:32,gpu_8x_a100_80gb_sxm4,false,0,
2026-03-28 21:11:32,gpu_1x_a100_sxm4,false,0,
2026-03-28 21:11:32,gpu_1x_gh200,false,0,
2026-03-28 21:12:05,gpu_1x_a10,true,1,us-west-1
2026-03-28 21:12:05,gpu_1x_a100_sxm4,false,0,
2026-03-28 21:12:05,gpu_8x_a100,false,0,
2026-03-28 21:12:05,gpu_8x_a100_80gb_sxm4,false,0,
2026-03-28 21:12:05,gpu_1x_gh200,false,0,
2026-03-28 21:12:58,gpu_1x_a10,true,1,us-west-1
2026-03-28 21:12:58,gpu_8x_a100,false,0,
2026-03-28 21:12:58,gpu_8x_a100_80gb_sxm4,false,0,
2026-03-28 21:12:58,gpu_1x_a100_sxm4,false,0,
2026-03-28 21:12:58,gpu_1x_gh200,false,0,
2026-03-28 21:13:53,gpu_1x_a10,true,1,us-west-1
2026-03-28 21:13:53,gpu_8x_a100_80gb_sxm4,false,0,
2026-03-28 21:13:53,gpu_8x_a100,false,0,
2026-03-28 21:13:53,gpu_1x_a100_sxm4,false,0,
2026-03-28 21:13:53,gpu_1x_gh200,false,0,
2026-03-28 21:14:39,gpu_1x_a10,true,1,us-west-1
2026-03-28 21:14:39,gpu_8x_a100_80gb_sxm4,false,0,
